count_id,date,entity_id,entity_type,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,contacts,source_id,confidence,data_status,notes
ct_20260722_drc_inrb_umie,2026-07-22,drc_total,country_total,2905,318,1269,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-07-20 et le 2026-07-22 non publie(s) par la source (cadence SitRep); baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260723_drc_inrb_umie,2026-07-23,drc_total,country_total,2973,315,1309,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260725_drc_inrb_umie,2026-07-25,drc_total,country_total,3200,340,1405,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-07-23 et le 2026-07-25 non publie(s) par la source (cadence SitRep); deces suspects non communique(s) (ND).
ct_20260726_drc_inrb_umie,2026-07-26,drc_total,country_total,3262,326,1437,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260727_drc_inrb_umie,2026-07-27,drc_total,country_total,3360,321,1487,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260730_drc_inrb_umie,2026-07-30,drc_total,country_total,3605,374,1587,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-07-27 et le 2026-07-30 non publie(s) par la source (cadence SitRep); deces suspects non communique(s) (ND).
ct_20260731_drc_inrb_umie,2026-07-31,drc_total,country_total,3674,321,1621,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260801_drc_inrb_umie,2026-08-01,drc_total,country_total,3748,227,1657,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260802_drc_inrb_umie,2026-08-02,drc_total,country_total,3802,275,1707,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; deces suspects non communique(s) (ND).
ct_20260803_drc_inrb_umie,2026-08-03,drc_total,country_total,3874,301,1751,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; deces suspects non communique(s) (ND).
ct_20260804_drc_inrb_umie,2026-08-04,drc_total,country_total,3973,270,1801,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; baisse de cas suspects liee a revision/reclassement ou changement de definition cote source; deces suspects non communique(s) (ND).
ct_20260808_drc_inrb_umie,2026-08-08,drc_total,country_total,4209,,1916,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-04 et le 2026-08-08 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260809_drc_inrb_umie,2026-08-09,drc_total,country_total,4381,,2011,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260810_drc_inrb_umie,2026-08-10,drc_total,country_total,4449,,2061,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260811_drc_inrb_umie,2026-08-11,drc_total,country_total,4566,,2128,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260815_drc_inrb_umie,2026-08-15,drc_total,country_total,4945,,2325,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-11 et le 2026-08-15 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260817_drc_inrb_umie,2026-08-17,drc_total,country_total,5105,,2420,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-15 et le 2026-08-17 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260819_drc_inrb_umie,2026-08-19,drc_total,country_total,5290,,2516,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-17 et le 2026-08-19 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260820_drc_inrb_umie,2026-08-20,drc_total,country_total,5375,,2557,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260822_drc_inrb_umie,2026-08-22,drc_total,country_total,5514,,2642,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-20 et le 2026-08-22 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260824_drc_inrb_umie,2026-08-24,drc_total,country_total,5656,,2715,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-22 et le 2026-08-24 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260825_drc_inrb_umie,2026-08-25,drc_total,country_total,5713,,2755,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260826_drc_inrb_umie,2026-08-26,drc_total,country_total,5794,,2786,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260828_drc_inrb_umie,2026-08-28,drc_total,country_total,5945,,2862,,,inrb_umie_2026_08_31_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 56e9ee6 du 2026-08-31; donnees preliminaires; jour(s) entre le 2026-08-26 et le 2026-08-28 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND).
ct_20260830_drc_inrb_umie,2026-08-30,drc_total,country_total,6100,,2950,,,inrb_umie_2026_09_02_snapshot,high,provisional,"Bilan national INRB-UMIE/INSP; snapshot a0d0f97 du 2026-09-02; donnees preliminaires; jour(s) entre le 2026-08-28 et le 2026-08-30 non publie(s) par la source (cadence SitRep); cas suspects et deces suspects non communique(s) (ND)."
ct_20260831_drc_inrb_umie,2026-08-31,drc_total,country_total,6186,,3007,,,inrb_umie_2026_09_05_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 0a0cc24 du 2026-09-05; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260901_drc_inrb_umie,2026-09-01,drc_total,country_total,6250,,3039,,,inrb_umie_2026_09_05_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 0a0cc24 du 2026-09-05; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
ct_20260902_drc_inrb_umie,2026-09-02,drc_total,country_total,6342,,3072,,,inrb_umie_2026_09_05_snapshot,high,provisional,Bilan national INRB-UMIE/INSP; snapshot 0a0cc24 du 2026-09-05; donnees preliminaires; cas suspects et deces suspects non communique(s) (ND).
