date,upstream_nom,upstream_metric,upstream_value,mapped_entity_id,mapped_field,upstream_file,upstream_commit,snapshot_date,sitrep_id,import_status,notes
2026-05-14,DRC,national_cumulative_confirmed_cases,8,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-17,DRC,national_cumulative_confirmed_cases,13,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-18,DRC,national_cumulative_confirmed_cases,33,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-19,DRC,national_cumulative_confirmed_cases,51,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-20,DRC,national_cumulative_confirmed_cases,64,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-21,DRC,national_cumulative_confirmed_cases,83,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-22,DRC,national_cumulative_confirmed_cases,91,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-23,DRC,national_cumulative_confirmed_cases,101,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-24,DRC,national_cumulative_confirmed_cases,105,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-25,DRC,national_cumulative_confirmed_cases,106,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-26,DRC,national_cumulative_confirmed_cases,121,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-27,DRC,national_cumulative_confirmed_cases,125,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-28,DRC,national_cumulative_confirmed_cases,210,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-29,DRC,national_cumulative_confirmed_cases,263,drc_total,confirmed_cases,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_cases__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
